City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Bonen,DE,51.6,7.7667,40.91,85,75,5.01,broken clouds
457,Bethel,US,41.3712,-73.414,41.56,79,1,0.0,clear sky
458,Mudgee,AU,-32.5943,149.5871,71.65,46,90,14.97,overcast clouds
459,San Diego De Los Banos,CU,22.6467,-83.3697,66.24,90,16,4.23,few clouds
460,Marawi,PH,7.9986,124.2928,73.65,73,99,7.96,overcast clouds
461,Mareeba,AU,-17.0,145.4333,92.44,43,10,9.98,clear sky
462,Sawakin,SD,19.1059,37.3321,78.91,72,18,3.6,few clouds
463,Novyy Urengoy,RU,66.0833,76.6333,-30.26,100,12,2.26,few clouds
464,Nizhneangarsk,RU,55.7833,109.55,21.15,69,88,11.45,overcast clouds
465,Slave Lake,CA,55.2834,-114.769,-4.02,84,75,17.27,broken clouds
466,Bonavista,CA,48.6499,-53.1147,30.11,58,90,25.43,overcast clouds
467,Nouadhibou,MR,20.931,-17.0347,62.58,82,100,11.5,overcast clouds
468,Moose Factory,CA,51.2585,-80.6094,1.4,78,90,8.05,overcast clouds
469,San Jose,US,37.3394,-121.895,54.75,87,90,8.05,mist
470,Susuman,RU,62.7833,148.1667,-47.11,100,92,0.63,overcast clouds
471,Nanakuli,US,21.3906,-158.1547,70.7,77,90,0.0,moderate rain
472,Tromso,NO,69.6496,18.957,19.42,58,0,11.5,clear sky
473,La Palma Del Condado,ES,37.3861,-6.5523,51.06,88,0,8.68,clear sky
474,Te Anau,NZ,-45.4167,167.7167,43.79,97,100,4.92,light rain
475,Isiolo,KE,0.3546,37.5822,66.94,81,28,3.67,scattered clouds
476,Nanortalik,GL,60.1432,-45.2371,32.77,99,100,14.0,snow
477,Bilibino,RU,68.0546,166.4372,-36.47,95,65,4.5,broken clouds
478,Liverpool,GB,53.4106,-2.9779,43.52,86,90,15.99,light rain
479,Pandan,PH,14.0453,124.1694,80.73,64,70,16.51,broken clouds
480,Fortuna,US,40.5982,-124.1573,51.42,94,90,0.0,overcast clouds
481,Nanton,CA,50.3501,-113.7687,22.87,85,45,12.28,scattered clouds
482,Lucapa,AO,-8.4192,20.7447,64.47,97,90,1.48,overcast clouds
483,Otavi,NA,-19.65,17.3333,65.77,25,39,0.74,scattered clouds
484,Zhangjiakou,CN,40.81,114.8794,35.73,31,18,1.14,few clouds
485,San Cristobal,VE,7.7669,-72.225,69.98,80,96,2.06,overcast clouds
486,Itaituba,BR,-4.2761,-55.9836,73.4,99,94,1.1,overcast clouds
487,Bengkulu,ID,-3.8004,102.2655,78.46,83,100,8.41,moderate rain
488,Tari,NG,12.4086,4.4914,70.23,19,5,10.2,clear sky
489,Uthal,PK,25.8072,66.6219,72.27,35,0,7.23,clear sky
490,Nokaneng,BW,-19.6667,22.2667,72.14,75,100,4.07,overcast clouds
491,Muzhi,RU,65.3667,64.6667,-21.14,99,100,1.43,overcast clouds
492,Biak,ID,-0.9131,122.8766,78.66,82,100,2.51,light rain
493,Trenggalek,ID,-8.05,111.7167,80.98,80,100,2.51,overcast clouds
494,Portland,US,45.5234,-122.6762,53.76,94,90,1.99,mist
495,Les Escoumins,CA,48.1111,-69.0236,13.35,85,93,1.36,light snow
496,Pemba,MZ,-12.974,40.5178,80.83,74,67,4.7,broken clouds
497,Vicuna,CL,-30.0319,-70.7081,51.53,47,14,0.43,few clouds
498,Adilcevaz,TR,38.8039,42.7342,33.51,68,99,5.7,overcast clouds
499,Sozimskiy,RU,59.7418,52.2482,8.15,90,100,11.01,overcast clouds
500,Salalah,OM,17.0151,54.0924,77.09,36,0,6.91,clear sky
501,Komsomolskiy,UZ,40.4272,71.7189,41.72,75,100,4.61,mist
502,Kattivakkam,IN,13.2167,80.3167,84.29,85,10,4.94,clear sky
503,Mutsu,JP,41.2894,141.2169,37.72,56,71,15.9,broken clouds
504,Chipiona,ES,36.7366,-6.437,55.62,82,20,11.5,few clouds
505,Hunucma,MX,21.0167,-89.8667,72.09,82,11,4.56,few clouds
506,Karasjok,NO,69.4719,25.5112,8.71,100,53,4.76,broken clouds
507,Ust-Tsilma,RU,65.441,52.1498,3.45,97,100,1.72,light snow
508,Ondjiva,AO,-17.0667,15.7333,69.6,69,100,3.96,overcast clouds
509,Olavarria,AR,-36.8927,-60.3225,52.81,96,99,5.21,light rain
510,Port Macquarie,AU,-31.4333,152.9167,67.96,75,100,11.68,overcast clouds
511,Djibo,BF,14.1022,-1.6306,72.0,15,55,7.36,broken clouds
512,Shenjiamen,CN,29.9576,122.298,58.26,53,100,5.03,overcast clouds
513,Angoche,MZ,-16.2325,39.9086,78.3,75,6,6.51,clear sky
514,Yar-Sale,RU,66.8333,70.8333,-20.88,98,17,5.59,few clouds
515,Bodden Town,KY,19.2833,-81.25,79.93,87,100,3.0,overcast clouds
516,Xai-Xai,MZ,-25.0519,33.6442,76.41,75,54,4.12,broken clouds
517,Imphal,IN,24.8167,93.95,67.91,88,75,0.0,mist
518,Silifke,TR,36.3778,33.9344,58.19,52,40,13.09,scattered clouds
519,Grafton,US,42.207,-71.6856,39.34,71,1,6.91,clear sky
520,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,88,75,6.26,broken clouds
521,Gwanda,ZW,-20.9333,29.0,70.25,51,79,7.76,broken clouds
522,Kyra,RU,49.5776,111.9753,26.22,66,17,6.87,few clouds
523,La Paz,BO,-16.5,-68.15,48.18,87,90,10.36,thunderstorm with light rain
524,Ankazoabo,MG,-22.2833,44.5167,81.95,46,0,6.11,clear sky
525,Hofn,IS,64.2539,-15.2082,29.25,60,30,7.87,scattered clouds
526,Dubbo,AU,-32.25,148.6167,77.13,44,40,18.41,scattered clouds
527,Touros,BR,-5.1989,-35.4608,81.5,82,17,12.44,few clouds
528,Manica,FR,49.0,-1.1667,40.41,85,56,8.57,broken clouds
529,Cockburn Town,TC,21.4612,-71.1419,80.4,74,28,22.01,scattered clouds
530,Chapayevka,UA,47.4711,36.3451,33.31,98,100,11.12,overcast clouds
531,Nemuro,JP,43.3236,145.575,36.0,46,12,15.28,few clouds
532,Rabat,MA,33.9911,-6.8401,50.07,93,38,5.75,scattered clouds
533,Hoquiam,US,46.9809,-123.8893,42.93,92,1,4.61,clear sky
534,Hervey Bay,AU,-25.2986,152.8535,82.51,67,68,7.0,broken clouds
535,Ascension,US,30.2169,-90.9001,64.0,93,1,0.0,clear sky
536,Kieta,PG,-6.2167,155.6333,83.46,79,100,2.51,moderate rain
537,Chernyshevskiy,RU,63.0128,112.4714,-5.03,91,100,10.96,overcast clouds
538,Altay,CN,47.8667,88.1167,26.28,56,25,5.66,scattered clouds
539,Peno,RU,56.9262,32.7426,19.62,96,100,4.29,overcast clouds
540,Sambava,MG,-14.2667,50.1667,77.77,81,29,8.41,light rain
541,Cayenne,GF,4.9333,-52.3333,75.24,92,90,0.0,mist
542,Amga,RU,60.8953,131.9608,-1.7,96,99,3.11,overcast clouds
543,Rantoul,US,40.3084,-88.1559,34.09,72,1,1.99,clear sky
544,Troitsko-Pechorsk,RU,62.7084,56.1964,1.62,95,100,9.86,light snow
545,Mercedes,AR,-34.6515,-59.4307,69.84,80,84,7.54,broken clouds
546,Broome,US,42.2506,-75.833,34.86,67,90,1.99,overcast clouds
547,Magadi,IN,12.9667,77.2333,79.38,73,21,4.29,few clouds
548,Viedma,AR,-40.8135,-62.9967,56.62,57,5,11.81,clear sky
549,Oranjemund,NA,-28.55,16.4333,59.54,90,57,9.15,broken clouds
550,Victor Harbor,AU,-35.5667,138.6167,82.18,66,100,3.0,overcast clouds
551,Kidal,ML,18.4411,1.4078,70.75,17,100,7.31,overcast clouds
552,Shemonaikha,KZ,50.6328,81.9056,16.72,99,100,2.59,overcast clouds
553,Benxi,CN,41.2886,123.765,46.72,67,3,9.1,clear sky
554,Cravo Norte,CO,6.3017,-70.2041,80.28,62,99,5.46,overcast clouds
555,Aswan,EG,24.0934,32.907,63.45,26,1,2.82,clear sky
556,Victoria Point,AU,-27.5833,153.3,80.82,68,56,8.99,broken clouds
557,Evanston,US,42.0411,-87.6901,38.95,37,90,5.01,overcast clouds
558,Valle De Allende,MX,26.9333,-105.4,60.22,47,80,4.9,broken clouds
559,Ous,RU,60.9058,61.5186,0.99,95,100,6.8,overcast clouds
560,Rorvik,NO,64.8621,11.2373,24.53,66,8,29.77,clear sky
561,Ugoofaaru,MV,5.6667,73.0,82.35,75,32,8.32,scattered clouds
562,Lesogorskiy,RU,61.0455,28.9294,13.86,83,17,8.86,few clouds
563,Codajas,BR,-3.8367,-62.0569,72.79,98,61,2.66,broken clouds
564,Logresti,RO,44.9,23.7,32.54,91,100,0.63,overcast clouds
565,Berlevag,NO,70.8578,29.0864,16.83,83,63,23.04,broken clouds
566,Zhigansk,RU,66.7697,123.3711,-13.13,98,100,11.1,light snow
567,Todos Santos,MX,23.45,-110.2167,77.0,79,96,6.42,overcast clouds
568,Wakefield,GB,53.6809,-1.499,42.04,77,96,16.87,overcast clouds
569,Gebre Guracha,ET,9.8,38.4,49.26,55,0,2.77,clear sky
570,Ulladulla,AU,-35.35,150.4667,63.88,56,100,9.01,overcast clouds
571,Peterhead,GB,57.5058,-1.7981,42.12,68,100,30.58,overcast clouds
572,Kuantan,MY,3.8077,103.326,84.31,70,20,6.91,few clouds
573,Conway,US,35.0887,-92.4421,58.84,66,90,8.05,overcast clouds
574,Zaysan,KZ,47.4667,84.8667,23.61,88,100,2.01,overcast clouds
575,Neftcala,AZ,39.3742,49.2472,46.69,86,55,7.29,broken clouds
576,Shushtar,IR,32.0455,48.8567,58.3,39,70,1.19,broken clouds
577,San Andres,CO,12.5847,-81.7006,82.42,78,75,12.66,broken clouds
578,Evensk,RU,61.95,159.2333,-4.79,81,96,4.16,overcast clouds
579,Serabu,SL,7.7958,-12.0536,74.1,96,43,2.39,scattered clouds
580,Baruun-Urt,MN,46.6806,113.2792,29.68,47,7,10.76,clear sky
581,Northport,US,33.229,-87.5772,64.17,96,40,0.0,mist
582,Senno,RU,59.5336,33.9167,2.3,93,100,5.95,overcast clouds
583,Saint-Augustin,CA,51.226,-58.6502,20.17,63,17,15.84,few clouds
584,Marsh Harbour,BS,26.5412,-77.0636,75.6,67,97,11.63,overcast clouds
585,Otradnoye,RU,59.7775,30.8181,9.18,93,86,6.51,overcast clouds
586,Bend,US,44.0582,-121.3153,51.08,70,1,3.0,clear sky
587,Boralday,KZ,43.3578,76.8594,33.66,93,20,4.47,mist
588,Conakry,GN,9.538,-13.6773,80.67,89,40,11.5,scattered clouds
589,Barcelona,ES,41.3888,2.159,52.75,65,20,4.0,few clouds
590,Mirnyy,RU,62.5353,113.9611,0.23,64,100,11.01,overcast clouds
591,Kudahuvadhoo,MV,2.6708,72.8944,82.18,77,23,11.3,few clouds
592,La Venta Del Astillero,MX,20.7167,-103.5333,63.75,50,23,2.84,few clouds
593,Oltu,TR,40.5498,42.0013,33.39,69,100,5.68,overcast clouds
594,Teguise,ES,29.0605,-13.564,57.42,72,0,9.22,clear sky
595,Caravelas,BR,-17.7125,-39.2481,70.92,94,5,3.69,clear sky
596,Genhe,CN,50.7833,121.5167,19.24,80,93,4.25,overcast clouds
597,Mombetsu,JP,44.3525,143.3525,37.85,51,40,17.27,scattered clouds
598,Verkhnyaya Inta,RU,65.9811,60.3094,-12.62,85,83,3.96,broken clouds
599,Saint-Pierre,RE,-21.3393,55.4781,83.84,67,0,3.44,clear sky
600,Usoke,TZ,-5.1667,32.35,68.67,65,100,6.71,overcast clouds
601,Saryozek,KZ,44.3583,77.9753,43.79,42,100,1.3,overcast clouds
602,Bacolod,PH,10.6667,122.95,81.28,74,98,18.92,overcast clouds
603,Ontario,US,34.0633,-117.6509,62.87,78,20,0.0,haze
604,Lompoc,US,34.6391,-120.4579,55.13,87,1,0.0,clear sky
605,Northam,GB,51.0333,-4.2167,45.39,67,93,28.86,overcast clouds
606,Carbonia,IT,39.1672,8.5222,54.0,83,52,9.48,moderate rain
607,Ati,TD,13.2154,18.3353,73.38,16,39,10.56,scattered clouds
608,Xingcheng,CN,40.6167,120.7167,47.88,50,0,17.25,clear sky
609,Bhadrachalam,IN,17.6667,80.8833,77.05,72,55,5.41,broken clouds
610,Halle,DE,51.5,12.0,41.05,84,90,1.99,overcast clouds
611,Priargunsk,RU,50.3691,119.1012,17.28,81,57,2.37,broken clouds
612,Samfya,ZM,-11.3649,29.5565,70.56,54,23,5.73,few clouds
613,Morehead,US,37.2711,-87.1764,50.11,66,1,0.0,clear sky
614,Lovington,US,32.944,-103.3485,53.64,39,97,7.54,overcast clouds
615,Eston,CA,51.1501,-108.7514,26.49,93,100,3.56,overcast clouds
616,Acapulco,MX,16.8634,-99.8901,78.62,83,1,2.3,clear sky
617,Kapuskasing,CA,49.4169,-82.4331,3.29,85,75,6.91,light snow
618,Staroutkinsk,RU,57.2302,59.3348,28.49,87,100,8.14,overcast clouds
619,Takaka,NZ,-40.85,172.8,68.38,97,100,8.84,overcast clouds
620,Smidovich,RU,48.6,133.8167,9.68,88,27,7.78,scattered clouds
621,Abu Zabad,SD,12.35,29.25,69.78,27,2,9.84,clear sky
622,Pathalgaon,IN,22.5667,83.4667,72.46,47,100,5.97,overcast clouds
623,Tangzhai,CN,34.4328,116.5911,55.56,30,0,7.4,clear sky
624,Gubkinskiy,RU,64.434,76.5026,-14.78,97,100,7.58,overcast clouds
625,Concordia,AR,-31.393,-58.0209,68.79,74,38,3.0,scattered clouds
626,Asuncion Nochixtlan,MX,17.4667,-97.2333,49.91,97,10,4.56,clear sky
627,Astana,KZ,51.1801,71.446,21.15,93,90,4.47,fog
628,Fare,PF,-16.7,-151.0167,81.43,64,49,13.06,scattered clouds
629,Sao Filipe,CV,14.8961,-24.4956,75.15,75,100,9.17,overcast clouds
630,Beloha,MG,-25.1667,45.05,80.13,66,11,0.98,few clouds
631,The Valley,AI,18.217,-63.0578,81.1,76,3,18.63,clear sky
632,Yumen,CN,40.2833,97.2,41.58,16,10,9.57,clear sky
633,Yaan,NG,7.3833,8.5667,76.39,34,100,2.28,overcast clouds
634,Camargo,MX,27.6667,-105.1667,65.95,39,100,5.66,overcast clouds
635,Ereymentau,KZ,51.6199,73.1033,18.84,93,87,4.94,overcast clouds
636,Kasongo,CD,-4.45,26.6667,66.56,99,100,1.97,light rain
637,Talaya,RU,61.3833,152.75,-37.3,100,86,0.69,overcast clouds
638,Taoudenni,ML,22.6783,-3.9836,54.01,25,5,11.07,clear sky
639,Kutum,SD,14.2,24.6667,62.55,32,4,6.08,clear sky
640,Xuddur,SO,4.1213,43.8894,70.47,78,75,14.99,broken clouds
641,Pimentel,PE,-6.8367,-79.9342,66.06,86,100,12.5,overcast clouds
642,Irara,BR,-12.05,-38.7667,70.23,98,50,5.03,light rain
643,Chintamani,IN,13.4,78.0667,75.45,66,2,5.03,clear sky
644,Ilihan,PH,13.6256,121.0753,80.64,64,84,15.01,broken clouds
645,Vedasandur,IN,10.5333,77.95,80.56,76,4,2.04,clear sky
646,Tura,IN,25.5198,90.2201,76.15,54,76,1.68,broken clouds
647,Sorland,NO,67.667,12.6934,27.9,66,23,13.58,few clouds
648,Salym,RU,60.0625,71.4789,29.5,98,100,5.77,snow
649,Vestmannaeyjar,IS,63.4427,-20.2734,38.75,70,99,29.82,overcast clouds
650,Houma,US,29.5958,-90.7195,64.0,98,0,1.01,clear sky
651,Hami,CN,42.8,93.45,30.52,45,100,2.73,overcast clouds
652,Rehoboth,NA,-23.3167,17.0833,52.79,44,0,7.07,clear sky
653,Gat,IL,31.61,34.7642,59.09,9,76,8.12,broken clouds
654,Gunupur,IN,19.0833,83.8167,69.62,94,100,5.68,overcast clouds
655,Grindavik,IS,63.8424,-22.4338,36.07,80,90,19.57,overcast clouds
656,Balkanabat,TM,39.5108,54.3671,45.43,56,0,7.56,clear sky
657,Port Hedland,AU,-20.3167,118.5667,113.05,9,21,11.5,few clouds
658,Tocopilla,CL,-22.092,-70.1979,67.28,68,18,3.2,few clouds
659,Kisangani,CD,0.5167,25.2,71.29,99,100,3.29,light rain
660,Mogadishu,SO,2.0371,45.3438,79.63,73,95,16.35,overcast clouds
661,Sjenica,RS,43.2731,19.9994,25.74,93,35,6.17,scattered clouds
662,Cascais,PT,38.6979,-9.4215,55.06,75,4,1.01,clear sky
663,Parintins,BR,-2.6283,-56.7358,74.41,94,99,2.59,overcast clouds
664,Benguela,AO,-12.5763,13.4055,76.41,84,98,4.03,light rain
665,Napoleon,US,41.3923,-84.1252,37.44,65,98,3.85,overcast clouds
666,Huarmey,PE,-10.0681,-78.1522,66.9,86,100,8.86,overcast clouds
667,Mugur-Aksy,RU,50.35,90.5,15.75,63,18,5.66,few clouds
668,Kailua,US,21.4022,-157.7394,70.74,73,100,18.01,light rain
669,Saintes,FR,45.6667,-0.75,42.49,75,100,16.2,light rain
670,Jibuti,DJ,11.5,42.5,71.02,69,0,10.45,clear sky
671,Vaitape,PF,-16.5167,-151.75,81.05,67,40,12.77,scattered clouds
672,Xunchang,CN,28.4543,104.715,58.42,66,100,1.68,overcast clouds
673,Winsum,NL,53.33,6.5208,39.97,96,100,10.33,overcast clouds
674,Oranjestad,AW,12.524,-70.027,80.55,83,20,13.8,few clouds
675,Qui Nhon,VN,13.7667,109.2333,71.62,78,100,19.82,overcast clouds
676,Dhidhdhoo,MV,6.8833,73.1,82.31,72,76,5.01,broken clouds
677,Bouza,NE,14.4229,6.0428,66.09,19,1,8.37,clear sky
678,Formosa,AR,-26.1775,-58.1781,73.38,78,0,6.91,clear sky
679,Areosa,PT,41.7178,-8.8571,54.32,81,43,14.45,scattered clouds
680,Haines Junction,CA,60.7522,-137.5108,-38.25,74,19,1.14,few clouds
681,La Ciotat,FR,43.1748,5.6045,48.07,75,54,18.25,broken clouds
682,Constitucion,CL,-35.3333,-72.4167,61.34,57,0,8.01,clear sky
683,Hamilton,US,39.1834,-84.5333,41.04,71,1,5.75,clear sky
684,Chanute,US,37.6792,-95.4572,57.09,50,90,4.61,overcast clouds
685,Navahrudak,BY,53.6,25.8333,19.63,95,52,2.1,broken clouds
686,Faya,SA,18.3851,42.4509,45.12,41,0,2.15,clear sky
687,Almaznyy,RU,48.0448,40.045,35.74,97,100,9.33,moderate rain
