City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
380,Asau,46.4333,26.4,36.75,79,100,3.27,RO,2021-12-03 17:40:04
381,Mali,12.079,-12.2982,85.32,25,41,1.19,GN,2021-12-03 17:40:05
382,Chabahar,25.2919,60.643,75.7,63,0,8.63,IR,2021-12-03 17:40:05
383,Valladolid,41.5833,-4.6667,48.4,80,43,6.51,ES,2021-12-03 17:40:05
384,Progreso,21.2833,-89.6667,86.11,68,13,13.89,MX,2021-12-03 17:40:06
385,Saint-Joseph,-21.3667,55.6167,77.38,84,24,9.48,RE,2021-12-03 17:40:06
386,Savantvadi,15.9,73.8167,78.46,94,39,2.42,IN,2021-12-03 17:40:07
387,Ginda,30.6945,78.4932,46.36,63,5,7.31,IN,2021-12-03 17:40:07
388,Eydhafushi,5.1033,73.0708,82.15,76,4,6.76,MV,2021-12-03 17:40:07
389,Seybaplaya,19.65,-90.6667,81.86,63,7,4.47,MX,2021-12-03 17:40:08
390,Vestmannaeyjar,63.4427,-20.2734,34.79,93,75,6.91,IS,2021-12-03 17:40:08
391,Pilar,-9.5972,-35.9567,89.53,45,45,15.23,BR,2021-12-03 17:40:08
392,Samana,19.2056,-69.3369,82.62,78,40,6.91,DO,2021-12-03 17:40:09
393,Uni,57.7535,51.4923,23.9,98,97,6.4,RU,2021-12-03 17:40:09
394,College,64.8569,-147.8028,-20.42,72,1,0.0,US,2021-12-03 17:40:09
395,Arman,59.7,150.1667,-2.99,96,100,10.56,RU,2021-12-03 17:36:25
396,San Jose,37.3394,-121.895,57.7,87,90,6.91,US,2021-12-03 17:36:36
397,Jerez,14.1,-89.75,90.05,43,0,2.3,GT,2021-12-03 17:40:10
398,Harper,4.375,-7.7169,81.45,78,88,10.02,LR,2021-12-03 17:40:10
399,Nikolsk,53.7189,46.0712,36.99,98,100,12.93,RU,2021-12-03 17:40:11
400,Krasnoselkup,65.7,82.4667,-4.47,96,100,14.63,RU,2021-12-03 17:40:11
401,Kapfenberg,47.454,15.2702,33.66,93,12,3.06,AT,2021-12-03 17:40:12
402,Roura,4.7263,-52.3274,78.71,83,75,6.91,GF,2021-12-03 17:40:12
403,Mahina,-17.5065,-149.489,82.17,65,40,4.61,PF,2021-12-03 17:40:12
404,Buraydah,26.326,43.975,61.25,37,20,8.52,SA,2021-12-03 17:40:13
405,Egvekinot,66.3167,-179.1667,23.5,98,100,8.39,RU,2021-12-03 17:40:13
406,Sola,-13.8833,167.55,80.46,77,100,15.14,VU,2021-12-03 17:40:13
407,Basco,20.4487,121.9702,72.63,62,94,27.09,PH,2021-12-03 17:40:14
408,Iranshahr,27.2025,60.6848,66.54,32,0,0.0,IR,2021-12-03 17:40:14
409,Tazovskiy,67.4667,78.7,-17.48,89,97,14.41,RU,2021-12-03 17:41:14
410,Menongue,-14.6585,17.691,67.96,76,85,1.3,AO,2021-12-03 17:41:15
411,Genhe,50.7833,121.5167,-9.51,98,7,1.86,CN,2021-12-03 17:41:15
412,Rio Verde De Mato Grosso,-18.9181,-54.8442,88.74,56,61,2.06,BR,2021-12-03 17:41:15
413,Shiraoi,42.55,141.35,36.21,79,37,8.93,JP,2021-12-03 17:41:15
414,Kieta,-6.2167,155.6333,78.57,82,75,2.13,PG,2021-12-03 17:41:16
415,Lethem,3.3803,-59.7968,92.48,41,96,7.07,GY,2021-12-03 17:41:14
416,Groningen,53.25,6.75,41.04,95,90,14.0,NL,2021-12-03 17:41:16
417,Bandiagara,14.3501,-3.6104,84.63,12,18,6.46,ML,2021-12-03 17:41:16
418,Tetouan,35.5711,-5.3724,59.79,55,0,9.22,MA,2021-12-03 17:37:49
419,Glenwood Springs,39.5505,-107.3248,53.35,48,1,5.99,US,2021-12-03 17:40:46
420,Mitsamiouli,-11.3847,43.2844,80.89,78,20,2.3,KM,2021-12-03 17:41:17
421,Hirara,24.8,125.2833,66.02,53,18,19.66,JP,2021-12-03 17:38:49
422,Sitka,57.0531,-135.33,30.09,86,75,10.36,US,2021-12-03 17:41:17
423,Juneau,58.3019,-134.4197,30.22,95,90,6.91,US,2021-12-03 17:41:18
424,Quatre Cocos,-20.2078,57.7625,78.91,79,33,11.25,MU,2021-12-03 17:41:18
425,Yulara,-25.2406,130.9889,82.24,24,2,8.05,AU,2021-12-03 17:41:18
426,Mier,26.4333,-99.15,83.08,53,49,9.22,MX,2021-12-03 17:41:19
427,Havelock,34.8791,-76.9013,73.38,48,1,1.01,US,2021-12-03 17:38:21
428,Aleppo,36.25,37.5,52.9,52,100,6.98,SY,2021-12-03 17:41:19
429,Mount Gambier,-37.8333,140.7667,51.71,82,90,0.0,AU,2021-12-03 17:41:19
430,Quelimane,-17.8786,36.8883,84.15,74,20,16.11,MZ,2021-12-03 17:41:20
431,Rincon,32.296,-81.2354,75.65,49,20,3.44,US,2021-12-03 17:41:20
432,Launceston,-41.45,147.1667,52.81,81,8,1.01,AU,2021-12-03 17:41:20
433,Ninohe,40.2724,141.3061,35.11,87,56,7.18,JP,2021-12-03 17:41:21
434,Ouesso,1.6136,16.0517,76.15,72,87,1.32,CG,2021-12-03 17:41:21
435,Linqiong,30.4159,103.4609,48.02,62,97,1.19,CN,2021-12-03 17:41:22
436,Narasaraopet,16.25,80.0667,69.62,79,100,2.66,IN,2021-12-03 17:41:22
437,Jackson,42.4165,-122.8345,60.04,100,90,5.75,US,2021-12-03 17:41:22
438,Sofikon,37.8,23.05,59.29,80,36,6.64,GR,2021-12-03 17:41:23
439,Dwarka,22.2394,68.9678,74.91,54,0,9.06,IN,2021-12-03 17:41:23
440,Copiapo,-27.3667,-70.3333,65.89,23,11,11.36,CL,2021-12-03 17:41:23
441,Sao Miguel Do Araguaia,-13.275,-50.1628,84.72,68,96,5.88,BR,2021-12-03 17:41:24
442,Old Shinyanga,-3.55,33.4,78.4,36,55,9.35,TZ,2021-12-03 17:41:24
443,Macomb,40.4592,-90.6718,57.25,57,1,4.61,US,2021-12-03 17:41:24
444,Macherla,16.4833,79.4333,71.38,75,100,2.17,IN,2021-12-03 17:41:25
445,Shahapur,19.45,73.3333,78.28,85,4,1.86,IN,2021-12-03 17:41:25
446,Chegutu,-18.1302,30.1407,81.63,34,74,6.24,ZW,2021-12-03 17:41:25
447,North Bend,43.4065,-124.2243,47.86,93,1,6.91,US,2021-12-03 17:41:26
448,Port Augusta,-32.5,137.7667,60.94,60,56,16.37,AU,2021-12-03 17:41:26
449,Shihezi,44.3,86.0333,24.15,86,57,1.03,CN,2021-12-03 17:41:26
450,Klaksvik,62.2266,-6.589,34.72,69,50,6.73,FO,2021-12-03 17:41:27
451,Kharp,66.8014,65.8081,0.32,99,100,3.2,RU,2021-12-03 17:41:27
452,Ancud,-41.8697,-73.8203,63.93,61,0,8.63,CL,2021-12-03 17:41:27
453,Benguela,-12.5763,13.4055,77.67,83,52,2.95,AO,2021-12-03 17:42:28
454,Rio Gallegos,-51.6226,-69.2181,66.25,26,0,25.32,AR,2021-12-03 17:42:28
455,Vostok,46.4856,135.8833,-7.74,98,94,4.05,RU,2021-12-03 17:42:28
456,Alghero,40.5589,8.3181,53.69,71,20,8.05,IT,2021-12-03 17:42:02
457,San Carlos,9.6612,-68.5827,92.39,41,81,3.06,VE,2021-12-03 17:42:29
458,Australind,-33.2667,115.7167,54.05,60,0,14.27,AU,2021-12-03 17:42:29
459,Burnie,-41.0667,145.9167,53.62,75,67,14.12,AU,2021-12-03 17:42:29
460,Isangel,-19.55,169.2667,75.16,80,98,6.62,VU,2021-12-03 17:42:30
461,Port Blair,11.6667,92.75,79.54,84,20,8.23,IN,2021-12-03 17:42:30
462,Chara,56.9064,118.2631,3.07,92,96,3.06,RU,2021-12-03 17:42:30
463,Tabuk,17.4189,121.4443,66.72,84,94,5.06,PH,2021-12-03 17:42:31
464,Pirovskoye,57.6267,92.2658,32.41,96,100,14.85,RU,2021-12-03 17:42:31
465,Duxbury,42.0418,-70.6723,44.69,50,20,1.01,US,2021-12-03 17:40:23
466,Ormond Beach,29.2858,-81.0559,76.28,55,1,3.44,US,2021-12-03 17:42:31
467,San Alberto,7.7611,-73.3922,86.65,69,30,4.03,CO,2021-12-03 17:42:32
468,Kathu,7.9178,98.3332,78.62,85,88,12.75,TH,2021-12-03 17:42:32
469,La Orilla,17.9833,-102.2333,83.55,68,60,6.53,MX,2021-12-03 17:42:32
470,Fukue,32.6881,128.8419,51.1,61,95,27.11,JP,2021-12-03 17:42:33
471,Khani,41.9563,42.9566,36.97,58,0,6.87,GE,2021-12-03 17:42:33
472,Lata,40.1629,-8.3327,54.81,94,2,2.01,PT,2021-12-03 17:42:33
473,Cascavel,-24.9558,-53.4553,83.8,32,20,5.75,BR,2021-12-03 17:42:33
474,Bonnyville,54.2668,-110.735,16.43,85,9,9.42,CA,2021-12-03 17:42:34
475,Sorland,67.667,12.6934,30.06,56,90,23.42,NO,2021-12-03 17:42:34
476,Ilulissat,69.2167,-51.1,19.42,63,20,21.85,GL,2021-12-03 17:42:34
477,Camana,-16.6228,-72.7111,71.78,70,61,9.46,PE,2021-12-03 17:42:35
478,Orsha,54.5153,30.4053,26.11,89,58,14.67,BY,2021-12-03 17:42:35
479,Athol,42.5959,-72.2268,40.82,50,75,12.66,US,2021-12-03 17:42:35
480,Vega De Alatorre,20.0333,-96.6333,77.49,73,3,5.28,MX,2021-12-03 17:42:36
481,Esmeraldas,-19.7625,-44.3139,87.91,67,59,2.33,BR,2021-12-03 17:42:36
482,Cheremkhovo,53.1561,103.0675,6.94,92,21,4.52,RU,2021-12-03 17:42:36
483,Viseu,40.661,-7.9097,49.86,90,10,2.21,PT,2021-12-03 17:42:37
484,Aktash,50.3,87.7333,10.87,68,100,6.11,RU,2021-12-03 17:42:37
485,Ulundi,-28.3352,31.4162,64.85,93,100,2.75,ZA,2021-12-03 17:42:37
486,Pisco,-13.7,-76.2167,71.65,73,0,6.91,PE,2021-12-03 17:42:38
487,Marawi,7.9986,124.2928,63.64,98,100,3.04,PH,2021-12-03 17:41:37
488,Mirabela,-16.2628,-44.1644,79.05,68,58,5.06,BR,2021-12-03 17:42:38
489,Erenhot,43.6475,111.9767,24.01,50,0,7.96,CN,2021-12-03 17:42:38
490,Great Falls,47.5002,-111.3008,32.92,93,40,4.61,US,2021-12-03 17:42:39
491,Puerto Del Rosario,28.5004,-13.8627,65.95,59,40,24.16,ES,2021-12-03 17:39:22
492,Ocampo,21.65,-101.5,65.55,25,10,5.48,MX,2021-12-03 17:42:39
493,Zhenlai,45.8495,123.2973,5.36,82,3,4.79,CN,2021-12-03 17:42:39
494,Tutoia,-2.7619,-42.2744,89.58,68,87,12.3,BR,2021-12-03 17:42:40
495,Kurilsk,45.2333,147.8833,45.0,93,100,10.71,RU,2021-12-03 17:42:40
496,Harindanga,22.0383,88.3214,73.38,49,100,3.29,IN,2021-12-03 17:42:41
497,Atambua,-9.1061,124.8925,75.72,85,100,1.23,ID,2021-12-03 17:42:41
498,Vologda,59.2187,39.8886,24.67,96,100,8.66,RU,2021-12-03 17:42:41
499,Itoman,26.1247,127.6694,64.42,54,75,11.5,JP,2021-12-03 17:42:41
500,Twante,16.7167,95.9333,78.93,76,100,1.74,MM,2021-12-03 17:42:42
501,Pontian Kecil,1.4801,103.3899,78.93,86,100,6.73,MY,2021-12-03 17:42:42
502,Atasu,48.6814,71.6433,16.66,96,6,2.93,KZ,2021-12-03 17:42:42
503,Misratah,32.3754,15.0925,62.24,42,84,24.07,LY,2021-12-03 17:43:43
504,Port Hawkesbury,45.6169,-61.3485,45.99,90,90,14.0,CA,2021-12-03 17:43:43
505,Petropavlovka,50.6114,105.3196,10.15,86,21,3.67,RU,2021-12-03 17:43:43
506,Huarmey,-10.0681,-78.1522,73.11,72,61,11.48,PE,2021-12-03 17:43:44
507,Nagercoil,8.1667,77.4333,81.99,88,91,3.06,IN,2021-12-03 17:43:44
508,Sorong,-0.8833,131.25,80.17,77,100,3.02,ID,2021-12-03 17:43:44
509,Manta,-0.95,-80.7333,83.98,65,20,12.66,EC,2021-12-03 17:43:44
510,Mayor Pablo Lagerenza,-19.9309,-60.7718,100.2,31,58,5.3,PY,2021-12-03 17:43:45
511,Madison,34.7334,-86.5667,71.51,58,1,5.99,US,2021-12-03 17:42:24
512,Soyo,-6.1349,12.3689,82.45,86,89,7.05,AO,2021-12-03 17:43:45
513,Parana,-31.732,-60.5238,89.56,34,1,6.31,AR,2021-12-03 17:43:45
514,Teguise,29.0605,-13.564,61.02,63,40,24.16,ES,2021-12-03 17:43:46
515,Kibala,9.1104,18.3463,87.75,55,0,0.0,TD,2021-12-03 17:43:46
516,Sabang,5.8933,95.3214,79.54,80,100,23.13,ID,2021-12-03 17:43:47
517,Rudnogorsk,57.2639,103.7519,23.67,74,73,8.77,RU,2021-12-03 17:43:47
518,Romny,50.751,33.4747,34.14,99,100,10.58,UA,2021-12-03 17:43:47
519,Santa Cruz De La Palma,28.6835,-17.7642,68.14,64,40,18.41,ES,2021-12-03 17:43:47
520,Maine-Soroa,13.2114,12.0241,79.05,20,1,10.63,NE,2021-12-03 17:43:48
521,Chkalovskoye,44.8392,133.0436,14.43,95,89,7.11,RU,2021-12-03 17:43:48
522,El Seibo,18.7641,-69.0375,87.33,64,22,9.86,DO,2021-12-03 17:43:48
523,Olenegorsk,68.15,33.3,-1.59,100,81,0.4,RU,2021-12-03 17:43:49
524,Kimbe,-5.5502,150.1429,76.3,95,100,3.18,PG,2021-12-03 17:43:49
525,Tuscaloosa,33.2098,-87.5692,73.9,74,83,4.54,US,2021-12-03 17:39:42
526,Verkhnetulomskiy,68.6073,31.7962,5.13,100,98,0.72,RU,2021-12-03 17:43:50
527,La Asuncion,11.0333,-63.8628,71.33,100,97,14.97,VE,2021-12-03 17:43:50
528,Prieska,-29.6641,22.7474,66.81,63,100,16.91,ZA,2021-12-03 17:43:50
529,Adrar,20.5022,-10.0711,69.89,22,100,9.75,MR,2021-12-03 17:43:50
530,Inirida,3.8653,-67.9239,84.4,74,62,1.52,CO,2021-12-03 17:43:51
531,Farmington,36.7281,-108.2187,56.1,52,1,5.75,US,2021-12-03 17:39:53
532,Asfi,32.2994,-9.2372,61.14,58,0,16.4,MA,2021-12-03 17:43:51
533,Maues,-3.3836,-57.7186,78.21,94,99,1.19,BR,2021-12-03 17:43:52
534,Kozhevnikovo,56.2589,83.9714,24.39,81,75,15.73,RU,2021-12-03 17:43:52
535,Motala,58.5371,15.0365,22.78,92,77,7.83,SE,2021-12-03 17:43:52
536,Pombia,45.653,8.6336,44.26,48,0,1.14,IT,2021-12-03 17:43:53
537,Yaan,7.3833,8.5667,85.86,19,69,3.15,NG,2021-12-03 17:43:53
538,Kaabong,3.4836,34.1492,72.46,50,38,14.54,UG,2021-12-03 17:43:53
539,Antalaha,-14.9003,50.2788,75.38,89,9,7.27,MG,2021-12-03 17:43:54
540,Tombouctou,20.0,-3.0,75.81,14,85,10.49,ML,2021-12-03 17:43:54
541,Narasannapeta,18.4167,84.05,67.77,90,100,9.13,IN,2021-12-03 17:43:54
542,Abu Dhabi,24.4667,54.3667,77.11,62,0,1.01,AE,2021-12-03 17:40:44
543,Quata,-22.2475,-50.6983,86.34,41,0,4.18,BR,2021-12-03 17:43:55
544,Liverpool,53.4106,-2.9779,46.69,88,0,1.01,GB,2021-12-03 17:42:48
545,Bodden Town,19.2833,-81.25,83.98,76,40,8.99,KY,2021-12-03 17:43:55
546,Nuristan,35.3,70.8333,24.87,42,100,6.15,AF,2021-12-03 17:43:56
547,Rapar,23.5667,70.6333,72.63,55,0,8.59,IN,2021-12-03 17:43:56
548,Saint-Francois,46.4154,3.9054,39.47,86,90,13.8,FR,2021-12-03 17:43:56
549,Kurchum,48.5722,83.6542,24.48,88,100,2.42,KZ,2021-12-03 17:43:57
550,Horsham,51.064,-0.3272,47.95,91,20,1.14,GB,2021-12-03 17:43:57
551,Zirgan,53.2222,55.9185,34.45,98,100,13.4,RU,2021-12-03 17:44:57
552,Ahipara,-35.1667,173.1667,63.97,92,100,8.77,NZ,2021-12-03 17:44:58
553,Castelo Do Piaui,-5.3222,-41.5525,99.46,24,78,7.23,BR,2021-12-03 17:44:58
554,Tahoua,14.8888,5.2692,80.8,12,50,9.66,NE,2021-12-03 17:44:58
555,Forest Grove,45.5198,-123.1107,43.25,83,100,1.01,US,2021-12-03 17:44:59
556,Sao Sebastiao,-23.76,-45.4097,74.86,82,69,3.83,BR,2021-12-03 17:44:59
557,Noumea,-22.2763,166.4572,80.01,99,100,6.87,NC,2021-12-03 17:44:59
558,Lamu,-2.2717,40.902,82.62,76,85,8.88,KE,2021-12-03 17:45:00
559,Zhezkazgan,47.8043,67.7144,24.57,86,5,2.64,KZ,2021-12-03 17:45:00
560,Boden,65.8252,21.6886,17.6,96,100,4.61,SE,2021-12-03 17:45:00
561,Nanzhou,29.3596,112.4024,52.09,30,99,2.89,CN,2021-12-03 17:45:01
562,Fare,-16.7,-151.0167,80.83,73,41,19.57,PF,2021-12-03 17:45:01
563,Alice Springs,-23.7,133.8833,71.15,49,49,0.0,AU,2021-12-03 17:43:47
564,Poum,-20.2333,164.0167,79.03,81,99,16.49,NC,2021-12-03 17:45:01
565,Along,28.1667,94.7667,58.24,82,89,1.7,IN,2021-12-03 17:45:02
566,Keokuk,40.3973,-91.3849,59.22,58,1,5.75,US,2021-12-03 17:45:02
567,Santiago De Cao,-7.9589,-79.2392,66.33,82,96,12.66,PE,2021-12-03 17:45:02
568,Tiarei,-17.5333,-149.3333,82.42,68,38,20.2,PF,2021-12-03 17:45:03
569,Dauphin,51.1494,-100.0502,24.94,68,1,24.16,CA,2021-12-03 17:45:03
570,Tual,-5.6667,132.75,82.96,71,100,2.17,ID,2021-12-03 17:45:03
571,Molchanovo,57.5817,83.7692,26.06,87,97,14.27,RU,2021-12-03 17:45:04
